note_id,athlete_id,date,note_type,note_text
CN005598,A0864,2023-10-11,strategy,Race modeling should emphasize controlled first half.
CN005599,A0865,2020-11-10,medical,Monitor lower limb tightness after speed sessions.
CN005600,A0865,2022-08-01,technical,Drive phase improving.
CN005601,A0865,2024-10-30,selection,Currently on reserve list for championship squad.
CN005602,A0865,2022-11-26,psychological,Needs calmer start routine.
CN005603,A0865,2022-10-28,selection,Currently on reserve list for championship squad.
CN005604,A0865,2022-11-20,selection,Tracking positively for regional team consideration.
CN005605,A0865,2021-11-14,medical,Monitor lower limb tightness after speed sessions.
CN005606,A0866,2021-06-17,psychological,Maintains focus under race rehearsal.
CN005607,A0866,2023-05-28,strategy,Selection window should prioritize consistency.
CN005608,A0866,2024-10-22,psychological,Confidence building ahead of competition window.
CN005609,A0866,2020-08-06,technical,Stride rhythm is more consistent.
CN005610,A0866,2021-07-05,strategy,Selection window should prioritize consistency.
CN005611,A0866,2020-08-31,selection,Currently on reserve list for championship squad.
CN005612,A0867,2024-02-06,technical,Transition into upright posture is cleaner.
CN005613,A0867,2024-11-09,strategy,Taper response appears positive.
CN005614,A0867,2020-09-05,technical,Drive phase improving.
CN005615,A0867,2024-03-26,strategy,Shift focus to primary event for next cycle.
CN005616,A0867,2022-11-14,medical,Continue mobility focus and load management.
CN005617,A0867,2022-02-27,selection,Currently on reserve list for championship squad.
CN005618,A0868,2023-07-25,psychological,Maintains focus under race rehearsal.
CN005619,A0868,2023-08-23,selection,Tracking positively for regional team consideration.
CN005620,A0868,2022-01-27,medical,Monitor lower limb tightness after speed sessions.
CN005621,A0868,2022-05-05,strategy,Shift focus to primary event for next cycle.
CN005622,A0868,2022-09-19,selection,Tracking positively for regional team consideration.
CN005623,A0868,2021-11-20,selection,Needs one more strong result before final selection.
CN005624,A0869,2023-09-29,medical,No adverse response after return-to-run work.
CN005625,A0869,2022-06-28,selection,Tracking positively for regional team consideration.
CN005626,A0869,2024-08-08,medical,Continue mobility focus and load management.
CN005627,A0869,2022-04-12,strategy,Shift focus to primary event for next cycle.
CN005628,A0869,2022-04-28,medical,Recovery plan followed well this week.
CN005629,A0869,2024-02-04,technical,Stride rhythm is more consistent.
CN005630,A0869,2024-02-02,strategy,Taper response appears positive.
CN005631,A0870,2020-07-10,technical,Needs better bend running mechanics.
CN005632,A0870,2020-12-02,technical,Drive phase improving.
CN005633,A0870,2023-01-24,psychological,Needs calmer start routine.
CN005634,A0870,2024-05-11,medical,Continue mobility focus and load management.
CN005635,A0870,2024-10-11,selection,Currently on reserve list for championship squad.
CN005636,A0870,2020-07-17,strategy,Race modeling should emphasize controlled first half.
CN005637,A0871,2022-10-12,psychological,"Responds well to clear, direct cues."
CN005638,A0871,2024-02-28,technical,Stride rhythm is more consistent.
CN005639,A0871,2021-03-12,technical,Drive phase improving.
CN005640,A0871,2023-11-23,selection,Currently on reserve list for championship squad.
CN005641,A0871,2020-12-22,medical,No adverse response after return-to-run work.
CN005642,A0872,2020-07-08,technical,Needs better bend running mechanics.
CN005643,A0872,2020-06-14,selection,Currently on reserve list for championship squad.
CN005644,A0872,2024-09-04,medical,Continue mobility focus and load management.
CN005645,A0872,2024-11-04,technical,Stride rhythm is more consistent.
CN005646,A0872,2022-03-09,strategy,Selection window should prioritize consistency.
CN005647,A0872,2021-06-15,medical,Monitor lower limb tightness after speed sessions.
CN005648,A0872,2023-07-29,strategy,Taper response appears positive.
CN005649,A0872,2021-03-05,medical,Monitor lower limb tightness after speed sessions.
CN005650,A0873,2022-04-04,psychological,Needs calmer start routine.
CN005651,A0873,2024-11-14,medical,Continue mobility focus and load management.
CN005652,A0873,2022-01-08,medical,Continue mobility focus and load management.
CN005653,A0873,2021-01-01,technical,Stride rhythm is more consistent.
CN005654,A0873,2023-02-03,technical,Needs better bend running mechanics.
CN005655,A0873,2023-02-24,medical,Continue mobility focus and load management.
CN005656,A0873,2021-03-31,psychological,Maintains focus under race rehearsal.
CN005657,A0873,2024-07-27,psychological,"Responds well to clear, direct cues."
CN005658,A0874,2021-12-19,psychological,Maintains focus under race rehearsal.
CN005659,A0874,2022-09-28,strategy,Selection window should prioritize consistency.
CN005660,A0874,2023-06-01,psychological,Needs calmer start routine.
CN005661,A0874,2021-08-06,technical,Drive phase improving.
CN005662,A0874,2022-02-21,technical,Stride rhythm is more consistent.
CN005663,A0875,2022-05-03,medical,Continue mobility focus and load management.
CN005664,A0875,2023-10-01,selection,Needs one more strong result before final selection.
CN005665,A0875,2020-07-24,selection,Tracking positively for regional team consideration.
CN005666,A0875,2023-09-17,strategy,Race modeling should emphasize controlled first half.
CN005667,A0875,2023-07-20,selection,Tracking positively for regional team consideration.
CN005668,A0876,2020-12-06,psychological,Maintains focus under race rehearsal.
CN005669,A0876,2021-03-11,psychological,Confidence building ahead of competition window.
CN005670,A0876,2022-01-15,medical,Continue mobility focus and load management.
CN005671,A0876,2021-01-20,strategy,Selection window should prioritize consistency.
CN005672,A0876,2020-11-03,selection,Tracking positively for regional team consideration.
CN005673,A0876,2023-09-18,selection,Currently on reserve list for championship squad.
CN005674,A0876,2022-03-17,medical,Recovery plan followed well this week.
CN005675,A0877,2022-02-16,strategy,Taper response appears positive.
CN005676,A0877,2020-02-14,psychological,Confidence building ahead of competition window.
CN005677,A0877,2022-08-20,medical,No adverse response after return-to-run work.
CN005678,A0877,2024-12-18,psychological,Needs calmer start routine.
CN005679,A0877,2022-12-23,psychological,"Responds well to clear, direct cues."
CN005680,A0877,2024-12-23,technical,Needs better bend running mechanics.
CN005681,A0877,2020-04-16,medical,Monitor lower limb tightness after speed sessions.
CN005682,A0878,2020-04-20,technical,Transition into upright posture is cleaner.
CN005683,A0878,2021-03-25,psychological,Needs calmer start routine.
CN005684,A0878,2024-03-08,medical,Monitor lower limb tightness after speed sessions.
CN005685,A0878,2022-11-07,strategy,Selection window should prioritize consistency.
CN005686,A0878,2020-06-24,technical,Needs better bend running mechanics.
CN005687,A0878,2024-10-27,selection,Currently on reserve list for championship squad.
CN005688,A0878,2020-10-19,strategy,Shift focus to primary event for next cycle.
CN005689,A0878,2023-08-27,psychological,Needs calmer start routine.
CN005690,A0879,2023-01-01,psychological,Confidence building ahead of competition window.
CN005691,A0879,2022-12-08,medical,Recovery plan followed well this week.
CN005692,A0879,2023-11-01,selection,Showing enough consistency for relay pool consideration.
CN005693,A0879,2024-04-10,medical,No adverse response after return-to-run work.
CN005694,A0879,2024-02-14,medical,Continue mobility focus and load management.
CN005695,A0879,2023-12-07,technical,Stride rhythm is more consistent.
CN005696,A0880,2024-05-14,technical,Transition into upright posture is cleaner.
CN005697,A0880,2021-09-04,medical,No adverse response after return-to-run work.
CN005698,A0880,2023-01-01,strategy,Shift focus to primary event for next cycle.
CN005699,A0880,2023-04-10,strategy,Taper response appears positive.
CN005700,A0880,2021-02-04,psychological,"Responds well to clear, direct cues."
CN005701,A0880,2021-10-01,strategy,Race modeling should emphasize controlled first half.
CN005702,A0880,2024-04-24,strategy,Race modeling should emphasize controlled first half.
CN005703,A0880,2024-06-15,selection,Showing enough consistency for relay pool consideration.
CN005704,A0881,2021-02-13,selection,Showing enough consistency for relay pool consideration.
CN005705,A0881,2020-07-14,psychological,"Responds well to clear, direct cues."
CN005706,A0881,2021-07-27,psychological,Maintains focus under race rehearsal.
CN005707,A0881,2024-05-10,strategy,Shift focus to primary event for next cycle.
CN005708,A0881,2020-05-15,selection,Tracking positively for regional team consideration.
CN005709,A0881,2021-03-16,strategy,Selection window should prioritize consistency.
CN005710,A0881,2024-07-20,medical,No adverse response after return-to-run work.
CN005711,A0881,2023-03-05,psychological,Needs calmer start routine.
CN005712,A0882,2022-06-25,psychological,Maintains focus under race rehearsal.
CN005713,A0882,2022-06-20,selection,Tracking positively for regional team consideration.
CN005714,A0882,2020-06-21,medical,Recovery plan followed well this week.
CN005715,A0882,2020-09-13,psychological,"Responds well to clear, direct cues."
CN005716,A0882,2024-03-07,technical,Transition into upright posture is cleaner.
CN005717,A0882,2022-03-06,medical,Continue mobility focus and load management.
CN005718,A0882,2023-05-25,selection,Currently on reserve list for championship squad.
CN005719,A0883,2021-10-07,technical,Transition into upright posture is cleaner.
CN005720,A0883,2021-08-07,medical,Monitor lower limb tightness after speed sessions.
CN005721,A0883,2024-07-05,strategy,Shift focus to primary event for next cycle.
CN005722,A0883,2021-07-10,technical,Needs better bend running mechanics.
CN005723,A0883,2021-12-22,selection,Needs one more strong result before final selection.
CN005724,A0883,2022-07-27,medical,Monitor lower limb tightness after speed sessions.
CN005725,A0884,2024-12-12,strategy,Race modeling should emphasize controlled first half.
CN005726,A0884,2022-11-17,selection,Currently on reserve list for championship squad.
CN005727,A0884,2021-12-22,technical,Drive phase improving.
CN005728,A0884,2021-04-26,selection,Showing enough consistency for relay pool consideration.
CN005729,A0884,2021-12-06,medical,No adverse response after return-to-run work.
CN005730,A0884,2020-10-02,technical,Needs better bend running mechanics.
CN005731,A0884,2020-10-20,selection,Needs one more strong result before final selection.
CN005732,A0885,2023-11-19,technical,Drive phase improving.
CN005733,A0885,2022-02-22,psychological,Confidence building ahead of competition window.
CN005734,A0885,2023-06-24,psychological,Maintains focus under race rehearsal.
CN005735,A0885,2022-02-22,psychological,Confidence building ahead of competition window.
CN005736,A0885,2022-10-28,strategy,Selection window should prioritize consistency.
CN005737,A0886,2021-06-18,selection,Needs one more strong result before final selection.
CN005738,A0886,2022-06-24,selection,Tracking positively for regional team consideration.
CN005739,A0886,2020-08-03,psychological,Maintains focus under race rehearsal.
CN005740,A0886,2023-11-27,technical,Stride rhythm is more consistent.
CN005741,A0886,2022-09-25,technical,Transition into upright posture is cleaner.
CN005742,A0886,2022-02-28,strategy,Shift focus to primary event for next cycle.
CN005743,A0886,2024-03-27,strategy,Race modeling should emphasize controlled first half.
CN005744,A0886,2024-12-14,technical,Stride rhythm is more consistent.
CN005745,A0887,2020-05-10,medical,Monitor lower limb tightness after speed sessions.
CN005746,A0887,2020-06-09,medical,Continue mobility focus and load management.
CN005747,A0887,2020-08-16,strategy,Selection window should prioritize consistency.
CN005748,A0887,2023-04-07,medical,No adverse response after return-to-run work.
CN005749,A0887,2020-01-03,selection,Currently on reserve list for championship squad.
CN005750,A0887,2022-01-19,psychological,Needs calmer start routine.
CN005751,A0888,2023-09-18,technical,Needs better bend running mechanics.
CN005752,A0888,2024-05-25,strategy,Taper response appears positive.
CN005753,A0888,2023-08-20,selection,Needs one more strong result before final selection.
CN005754,A0888,2022-07-24,strategy,Shift focus to primary event for next cycle.
CN005755,A0888,2020-11-22,strategy,Selection window should prioritize consistency.
CN005756,A0888,2023-10-26,psychological,"Responds well to clear, direct cues."
CN005757,A0889,2020-06-26,technical,Needs better bend running mechanics.
CN005758,A0889,2024-10-07,technical,Stride rhythm is more consistent.
CN005759,A0889,2020-09-17,psychological,Confidence building ahead of competition window.
CN005760,A0889,2024-12-07,strategy,Race modeling should emphasize controlled first half.
CN005761,A0889,2022-03-24,psychological,Maintains focus under race rehearsal.
CN005762,A0889,2024-11-03,medical,Monitor lower limb tightness after speed sessions.
CN005763,A0889,2022-07-28,strategy,Shift focus to primary event for next cycle.
CN005764,A0889,2022-03-25,strategy,Shift focus to primary event for next cycle.
CN005765,A0890,2024-07-31,strategy,Taper response appears positive.
CN005766,A0890,2024-05-29,strategy,Selection window should prioritize consistency.
CN005767,A0890,2023-06-08,strategy,Race modeling should emphasize controlled first half.
CN005768,A0890,2024-03-14,strategy,Shift focus to primary event for next cycle.
CN005769,A0890,2023-12-14,strategy,Taper response appears positive.
CN005770,A0891,2021-01-28,selection,Currently on reserve list for championship squad.
CN005771,A0891,2020-04-28,strategy,Shift focus to primary event for next cycle.
CN005772,A0891,2022-03-23,technical,Drive phase improving.
CN005773,A0891,2020-09-30,psychological,Needs calmer start routine.
CN005774,A0891,2022-07-28,selection,Needs one more strong result before final selection.
CN005775,A0892,2021-09-01,selection,Tracking positively for regional team consideration.
CN005776,A0892,2023-01-21,medical,No adverse response after return-to-run work.
CN005777,A0892,2020-02-13,selection,Showing enough consistency for relay pool consideration.
CN005778,A0892,2021-07-26,medical,Continue mobility focus and load management.
CN005779,A0892,2023-03-07,medical,Monitor lower limb tightness after speed sessions.
CN005780,A0892,2020-01-20,psychological,"Responds well to clear, direct cues."
CN005781,A0892,2021-06-13,psychological,"Responds well to clear, direct cues."
CN005782,A0893,2020-04-05,technical,Needs better bend running mechanics.
CN005783,A0893,2024-07-26,selection,Tracking positively for regional team consideration.
CN005784,A0893,2024-07-05,psychological,Confidence building ahead of competition window.
CN005785,A0893,2020-12-11,medical,No adverse response after return-to-run work.
CN005786,A0893,2023-05-17,selection,Currently on reserve list for championship squad.
CN005787,A0894,2024-03-06,medical,Recovery plan followed well this week.
CN005788,A0894,2021-06-12,strategy,Selection window should prioritize consistency.
CN005789,A0894,2020-12-06,strategy,Selection window should prioritize consistency.
CN005790,A0894,2023-06-21,psychological,"Responds well to clear, direct cues."
CN005791,A0894,2021-07-06,medical,Monitor lower limb tightness after speed sessions.
CN005792,A0894,2023-05-01,technical,Transition into upright posture is cleaner.
CN005793,A0895,2021-05-07,selection,Tracking positively for regional team consideration.
CN005794,A0895,2024-07-19,psychological,Needs calmer start routine.
CN005795,A0895,2024-05-17,psychological,Maintains focus under race rehearsal.
CN005796,A0895,2024-11-13,technical,Drive phase improving.
CN005797,A0895,2021-09-05,technical,Needs better bend running mechanics.
CN005798,A0895,2021-05-23,psychological,Needs calmer start routine.
CN005799,A0895,2022-01-30,selection,Showing enough consistency for relay pool consideration.
CN005800,A0895,2023-03-31,psychological,Maintains focus under race rehearsal.
CN005801,A0896,2022-09-08,medical,Monitor lower limb tightness after speed sessions.
CN005802,A0896,2020-11-29,medical,No adverse response after return-to-run work.
CN005803,A0896,2022-12-31,psychological,"Responds well to clear, direct cues."
CN005804,A0896,2020-12-16,strategy,Shift focus to primary event for next cycle.
CN005805,A0896,2020-03-26,technical,Transition into upright posture is cleaner.
CN005806,A0896,2024-04-12,psychological,Needs calmer start routine.
CN005807,A0896,2024-11-07,medical,No adverse response after return-to-run work.
CN005808,A0897,2022-06-12,psychological,Needs calmer start routine.
CN005809,A0897,2021-07-04,medical,No adverse response after return-to-run work.
CN005810,A0897,2021-11-12,medical,Recovery plan followed well this week.
CN005811,A0897,2023-04-22,medical,Continue mobility focus and load management.
CN005812,A0897,2022-12-09,selection,Showing enough consistency for relay pool consideration.
CN005813,A0897,2020-12-28,medical,No adverse response after return-to-run work.
CN005814,A0898,2022-06-23,psychological,Maintains focus under race rehearsal.
CN005815,A0898,2022-03-20,strategy,Race modeling should emphasize controlled first half.
CN005816,A0898,2022-09-22,medical,Recovery plan followed well this week.
CN005817,A0898,2022-03-26,medical,Recovery plan followed well this week.
CN005818,A0898,2024-08-18,technical,Drive phase improving.
CN005819,A0898,2023-10-02,psychological,Confidence building ahead of competition window.
CN005820,A0899,2021-01-07,strategy,Shift focus to primary event for next cycle.
CN005821,A0899,2022-09-13,psychological,"Responds well to clear, direct cues."
CN005822,A0899,2022-09-29,medical,No adverse response after return-to-run work.
CN005823,A0899,2024-03-14,medical,Recovery plan followed well this week.
CN005824,A0899,2021-06-11,medical,Recovery plan followed well this week.
CN005825,A0899,2021-12-02,technical,Needs better bend running mechanics.
CN005826,A0899,2024-01-08,strategy,Taper response appears positive.
CN005827,A0899,2021-10-30,technical,Transition into upright posture is cleaner.
CN005828,A0900,2023-05-03,strategy,Taper response appears positive.
CN005829,A0900,2024-06-21,strategy,Race modeling should emphasize controlled first half.
CN005830,A0900,2020-10-10,technical,Needs better bend running mechanics.
CN005831,A0900,2023-04-06,medical,Recovery plan followed well this week.
CN005832,A0900,2022-04-18,technical,Transition into upright posture is cleaner.
CN005833,A0900,2024-10-31,technical,Stride rhythm is more consistent.
CN005834,A0901,2020-05-23,technical,Transition into upright posture is cleaner.
CN005835,A0901,2024-09-07,selection,Showing enough consistency for relay pool consideration.
CN005836,A0901,2023-07-31,selection,Needs one more strong result before final selection.
CN005837,A0901,2020-05-08,psychological,Maintains focus under race rehearsal.
CN005838,A0901,2023-12-31,medical,Monitor lower limb tightness after speed sessions.
CN005839,A0902,2021-07-26,strategy,Race modeling should emphasize controlled first half.
CN005840,A0902,2021-11-20,technical,Stride rhythm is more consistent.
CN005841,A0902,2023-03-11,strategy,Shift focus to primary event for next cycle.
CN005842,A0902,2020-08-19,technical,Transition into upright posture is cleaner.
CN005843,A0902,2020-07-07,technical,Stride rhythm is more consistent.
CN005844,A0902,2020-01-01,psychological,Confidence building ahead of competition window.
CN005845,A0902,2021-09-12,strategy,Shift focus to primary event for next cycle.
CN005846,A0902,2023-01-29,medical,Continue mobility focus and load management.
CN005847,A0903,2022-03-17,strategy,Shift focus to primary event for next cycle.
CN005848,A0903,2024-12-09,psychological,Needs calmer start routine.
CN005849,A0903,2022-02-11,selection,Needs one more strong result before final selection.
CN005850,A0903,2022-02-21,selection,Currently on reserve list for championship squad.
CN005851,A0903,2020-01-30,psychological,Maintains focus under race rehearsal.
CN005852,A0903,2021-09-21,technical,Transition into upright posture is cleaner.
CN005853,A0903,2021-12-16,selection,Needs one more strong result before final selection.
CN005854,A0904,2024-02-18,psychological,Confidence building ahead of competition window.
CN005855,A0904,2023-01-03,psychological,Needs calmer start routine.
CN005856,A0904,2022-05-09,psychological,Confidence building ahead of competition window.
CN005857,A0904,2022-03-02,psychological,Needs calmer start routine.
CN005858,A0904,2022-06-11,technical,Stride rhythm is more consistent.
CN005859,A0904,2020-09-12,strategy,Selection window should prioritize consistency.
CN005860,A0904,2021-06-27,psychological,"Responds well to clear, direct cues."
CN005861,A0904,2023-01-22,psychological,Needs calmer start routine.
CN005862,A0905,2024-10-21,medical,Recovery plan followed well this week.
CN005863,A0905,2024-08-31,technical,Stride rhythm is more consistent.
CN005864,A0905,2021-07-18,strategy,Taper response appears positive.
CN005865,A0905,2024-06-17,selection,Needs one more strong result before final selection.
CN005866,A0905,2022-11-23,selection,Currently on reserve list for championship squad.
CN005867,A0905,2024-08-09,strategy,Shift focus to primary event for next cycle.
CN005868,A0906,2024-06-04,medical,Continue mobility focus and load management.
CN005869,A0906,2023-12-29,selection,Currently on reserve list for championship squad.
CN005870,A0906,2023-08-10,psychological,Confidence building ahead of competition window.
CN005871,A0906,2020-08-07,technical,Drive phase improving.
CN005872,A0906,2023-04-23,selection,Showing enough consistency for relay pool consideration.
CN005873,A0906,2022-01-13,strategy,Taper response appears positive.
CN005874,A0906,2020-01-11,strategy,Selection window should prioritize consistency.
CN005875,A0907,2020-11-29,medical,No adverse response after return-to-run work.
CN005876,A0907,2021-03-14,selection,Showing enough consistency for relay pool consideration.
CN005877,A0907,2022-06-01,technical,Needs better bend running mechanics.
CN005878,A0907,2023-12-13,medical,Recovery plan followed well this week.
CN005879,A0907,2020-06-26,medical,Monitor lower limb tightness after speed sessions.
CN005880,A0907,2023-02-20,selection,Showing enough consistency for relay pool consideration.
CN005881,A0907,2020-05-28,technical,Needs better bend running mechanics.
CN005882,A0907,2021-01-03,psychological,Needs calmer start routine.
CN005883,A0908,2020-01-21,psychological,Confidence building ahead of competition window.
CN005884,A0908,2020-07-07,technical,Stride rhythm is more consistent.
CN005885,A0908,2022-05-09,medical,Monitor lower limb tightness after speed sessions.
CN005886,A0908,2024-08-21,psychological,Confidence building ahead of competition window.
CN005887,A0908,2022-08-14,medical,Recovery plan followed well this week.
CN005888,A0908,2023-04-04,medical,Monitor lower limb tightness after speed sessions.
CN005889,A0908,2021-02-01,technical,Transition into upright posture is cleaner.
CN005890,A0909,2020-11-07,strategy,Selection window should prioritize consistency.
CN005891,A0909,2024-12-09,selection,Needs one more strong result before final selection.
CN005892,A0909,2024-05-05,strategy,Selection window should prioritize consistency.
CN005893,A0909,2021-10-22,technical,Stride rhythm is more consistent.
CN005894,A0909,2021-12-14,strategy,Taper response appears positive.
CN005895,A0910,2023-03-18,psychological,Maintains focus under race rehearsal.
CN005896,A0910,2021-07-27,strategy,Taper response appears positive.
CN005897,A0910,2021-11-30,strategy,Taper response appears positive.
CN005898,A0910,2023-11-23,psychological,Confidence building ahead of competition window.
CN005899,A0910,2020-08-29,psychological,Needs calmer start routine.
CN005900,A0910,2021-08-26,strategy,Shift focus to primary event for next cycle.
CN005901,A0910,2023-12-20,medical,Recovery plan followed well this week.
CN005902,A0911,2024-02-28,technical,Needs better bend running mechanics.
CN005903,A0911,2021-01-07,strategy,Taper response appears positive.
CN005904,A0911,2020-07-04,psychological,Maintains focus under race rehearsal.
CN005905,A0911,2021-11-24,strategy,Shift focus to primary event for next cycle.
CN005906,A0911,2024-05-13,psychological,Needs calmer start routine.
CN005907,A0911,2023-10-15,strategy,Taper response appears positive.
CN005908,A0911,2021-12-29,strategy,Race modeling should emphasize controlled first half.
CN005909,A0912,2024-10-08,medical,Monitor lower limb tightness after speed sessions.
CN005910,A0912,2020-02-17,strategy,Shift focus to primary event for next cycle.
CN005911,A0912,2020-03-13,psychological,"Responds well to clear, direct cues."
CN005912,A0912,2023-04-22,selection,Tracking positively for regional team consideration.
CN005913,A0912,2020-01-10,medical,Monitor lower limb tightness after speed sessions.
CN005914,A0912,2024-09-20,medical,Recovery plan followed well this week.
CN005915,A0913,2024-09-14,technical,Stride rhythm is more consistent.
CN005916,A0913,2021-11-06,technical,Needs better bend running mechanics.
CN005917,A0913,2021-12-28,technical,Transition into upright posture is cleaner.
CN005918,A0913,2020-09-13,selection,Needs one more strong result before final selection.
CN005919,A0913,2020-05-10,medical,Monitor lower limb tightness after speed sessions.
CN005920,A0914,2024-07-24,psychological,Confidence building ahead of competition window.
CN005921,A0914,2023-05-03,strategy,Taper response appears positive.
CN005922,A0914,2023-08-03,psychological,"Responds well to clear, direct cues."
CN005923,A0914,2023-02-28,medical,Continue mobility focus and load management.
CN005924,A0914,2022-02-02,selection,Currently on reserve list for championship squad.
CN005925,A0914,2020-10-22,psychological,Maintains focus under race rehearsal.
CN005926,A0914,2021-08-07,technical,Drive phase improving.
CN005927,A0915,2021-06-20,psychological,Maintains focus under race rehearsal.
CN005928,A0915,2021-06-09,technical,Needs better bend running mechanics.
CN005929,A0915,2023-01-30,psychological,"Responds well to clear, direct cues."
CN005930,A0915,2023-04-12,strategy,Taper response appears positive.
CN005931,A0915,2023-07-23,medical,No adverse response after return-to-run work.
CN005932,A0915,2023-05-09,technical,Stride rhythm is more consistent.
CN005933,A0915,2021-09-09,selection,Tracking positively for regional team consideration.
CN005934,A0916,2020-12-23,technical,Drive phase improving.
CN005935,A0916,2022-09-09,psychological,Needs calmer start routine.
CN005936,A0916,2023-09-19,selection,Tracking positively for regional team consideration.
CN005937,A0916,2024-06-10,medical,No adverse response after return-to-run work.
CN005938,A0916,2021-07-08,technical,Drive phase improving.
CN005939,A0916,2021-05-14,selection,Showing enough consistency for relay pool consideration.
CN005940,A0917,2023-02-20,selection,Tracking positively for regional team consideration.
CN005941,A0917,2023-12-26,technical,Drive phase improving.
CN005942,A0917,2023-05-14,psychological,Needs calmer start routine.
CN005943,A0917,2022-06-27,selection,Showing enough consistency for relay pool consideration.
CN005944,A0917,2021-05-24,technical,Stride rhythm is more consistent.
CN005945,A0918,2024-09-29,strategy,Shift focus to primary event for next cycle.
CN005946,A0918,2021-09-19,strategy,Selection window should prioritize consistency.
CN005947,A0918,2024-04-15,psychological,Confidence building ahead of competition window.
CN005948,A0918,2021-12-05,strategy,Selection window should prioritize consistency.
CN005949,A0918,2022-05-05,psychological,Confidence building ahead of competition window.
CN005950,A0918,2020-10-24,technical,Needs better bend running mechanics.
CN005951,A0919,2024-03-18,selection,Tracking positively for regional team consideration.
CN005952,A0919,2020-04-26,technical,Drive phase improving.
CN005953,A0919,2023-10-30,psychological,Confidence building ahead of competition window.
CN005954,A0919,2024-07-07,medical,Recovery plan followed well this week.
CN005955,A0919,2023-02-13,strategy,Race modeling should emphasize controlled first half.
CN005956,A0919,2021-10-12,medical,Recovery plan followed well this week.
CN005957,A0919,2022-03-08,strategy,Shift focus to primary event for next cycle.
CN005958,A0919,2021-06-07,medical,Continue mobility focus and load management.
CN005959,A0920,2020-05-06,selection,Needs one more strong result before final selection.
CN005960,A0920,2021-11-29,technical,Drive phase improving.
CN005961,A0920,2024-05-08,strategy,Selection window should prioritize consistency.
CN005962,A0920,2022-09-07,selection,Currently on reserve list for championship squad.
CN005963,A0920,2024-01-05,technical,Stride rhythm is more consistent.
CN005964,A0921,2020-05-30,psychological,Confidence building ahead of competition window.
CN005965,A0921,2024-04-14,strategy,Shift focus to primary event for next cycle.
CN005966,A0921,2021-05-16,psychological,"Responds well to clear, direct cues."
CN005967,A0921,2024-06-29,medical,No adverse response after return-to-run work.
CN005968,A0921,2020-08-22,strategy,Shift focus to primary event for next cycle.
CN005969,A0921,2023-03-15,psychological,Maintains focus under race rehearsal.
CN005970,A0921,2020-08-03,selection,Currently on reserve list for championship squad.
CN005971,A0921,2024-11-28,strategy,Taper response appears positive.
CN005972,A0922,2021-09-16,technical,Drive phase improving.
CN005973,A0922,2020-11-19,technical,Needs better bend running mechanics.
CN005974,A0922,2020-03-21,selection,Needs one more strong result before final selection.
CN005975,A0922,2024-11-10,technical,Transition into upright posture is cleaner.
CN005976,A0922,2023-03-19,psychological,"Responds well to clear, direct cues."
CN005977,A0922,2022-07-16,selection,Currently on reserve list for championship squad.
CN005978,A0923,2021-08-06,medical,Recovery plan followed well this week.
CN005979,A0923,2021-12-22,medical,Continue mobility focus and load management.
CN005980,A0923,2020-09-10,technical,Stride rhythm is more consistent.
CN005981,A0923,2023-06-10,psychological,Confidence building ahead of competition window.
CN005982,A0923,2023-06-09,technical,Stride rhythm is more consistent.
CN005983,A0923,2021-10-08,selection,Showing enough consistency for relay pool consideration.
CN005984,A0924,2024-11-21,technical,Needs better bend running mechanics.
CN005985,A0924,2020-01-12,technical,Transition into upright posture is cleaner.
CN005986,A0924,2020-06-12,selection,Tracking positively for regional team consideration.
CN005987,A0924,2022-05-16,psychological,Maintains focus under race rehearsal.
CN005988,A0924,2022-03-23,strategy,Shift focus to primary event for next cycle.
CN005989,A0925,2021-01-02,selection,Tracking positively for regional team consideration.
CN005990,A0925,2023-06-29,selection,Tracking positively for regional team consideration.
CN005991,A0925,2024-09-02,strategy,Shift focus to primary event for next cycle.
CN005992,A0925,2023-03-14,strategy,Race modeling should emphasize controlled first half.
CN005993,A0925,2022-07-20,technical,Drive phase improving.
CN005994,A0926,2023-04-15,medical,Monitor lower limb tightness after speed sessions.
CN005995,A0926,2024-11-20,medical,No adverse response after return-to-run work.
CN005996,A0926,2021-04-05,psychological,Maintains focus under race rehearsal.
CN005997,A0926,2024-08-25,psychological,Confidence building ahead of competition window.
CN005998,A0926,2023-11-09,technical,Drive phase improving.
CN005999,A0926,2023-07-03,selection,Showing enough consistency for relay pool consideration.
CN006000,A0926,2024-12-09,medical,No adverse response after return-to-run work.
CN006001,A0926,2021-03-25,medical,No adverse response after return-to-run work.
CN006002,A0927,2020-09-01,strategy,Selection window should prioritize consistency.
CN006003,A0927,2023-07-23,psychological,Confidence building ahead of competition window.
CN006004,A0927,2020-06-20,selection,Showing enough consistency for relay pool consideration.
CN006005,A0927,2024-12-18,psychological,Confidence building ahead of competition window.
CN006006,A0927,2022-08-11,psychological,Maintains focus under race rehearsal.
CN006007,A0927,2021-03-06,selection,Showing enough consistency for relay pool consideration.
CN006008,A0928,2021-04-26,medical,Recovery plan followed well this week.
CN006009,A0928,2022-09-19,medical,Recovery plan followed well this week.
CN006010,A0928,2020-01-02,selection,Tracking positively for regional team consideration.
CN006011,A0928,2024-09-07,psychological,Maintains focus under race rehearsal.
CN006012,A0928,2022-06-29,psychological,Confidence building ahead of competition window.
CN006013,A0929,2022-08-25,technical,Transition into upright posture is cleaner.
